name,website,root_domain,federal_state,profil,domain,mx_records,ips,asn,smtp_banner
Ortsverwaltung Seedorf,https://www.dunningen.de/,dunningen.de,Baden-Wuerttemberg,rathaus,dunningen.de,"['mx7.kvnbw.de', 'mx8.kvnbw.de', 'mx9.kvnbw.de', 'mx6.kvnbw.de']","['194.0.94.48', '194.59.36.34', '194.59.36.35', '194.0.94.49']","[{'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KDRS'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KIVBF'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KIVBF'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KDRS'}]","['220 mx7.kvnbw.de ESMTP Postfix\r\n', '220 mx8.kvnbw.de ESMTP Postfix\r\n', '220 mx9.kvnbw.de ESMTP Postfix\r\n', '220 mx6.kvnbw.de ESMTP Postfix\r\n']"
Rathaus,https://www.schoemberg.de,schoemberg.de,Baden-Wuerttemberg,rathaus,schoemberg.de,"['mx6.kvnbw.de', 'mx8.kvnbw.de', 'mx9.kvnbw.de', 'mx7.kvnbw.de']","['194.0.94.48', '194.59.36.34', '194.59.36.35', '194.0.94.49']","[{'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KDRS'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KIVBF'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KIVBF'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KDRS'}]","['220 mx6.kvnbw.de ESMTP Postfix\r\n', '220 mx8.kvnbw.de ESMTP Postfix\r\n', '220 mx9.kvnbw.de ESMTP Postfix\r\n', '220 mx7.kvnbw.de ESMTP Postfix\r\n']"
Rathaus,https://www.hohentengen.de/buergerinfo/rathaus.html,hohentengen.de,Baden-Wuerttemberg,rathaus,hohentengen.de,['mxlb.ispgateway.de'],['80.67.18.126'],"[{'asn': '34011', 'asn_org': 'GD-EMEA-DC-CGN1, DE', 'network': 'DOMAINFACTORY'}]",['550-IP 84.150.214.212 is blacklisted (pbl.spamhaus.org). Help at/Hilfe unter\r\n550 www.mfaq.info\r\n']
Rathaus,https://www.schutterwald.de/,schutterwald.de,Baden-Wuerttemberg,rathaus,schutterwald.de,"['mx9.kvnbw.de', 'mx6.kvnbw.de', 'mx8.kvnbw.de', 'mx7.kvnbw.de']","['194.0.94.48', '194.59.36.34', '194.59.36.35', '194.0.94.49']","[{'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KDRS'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KIVBF'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KIVBF'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KDRS'}]","['220 mx9.kvnbw.de ESMTP Postfix\r\n', '220 mx6.kvnbw.de ESMTP Postfix\r\n', '220 mx8.kvnbw.de ESMTP Postfix\r\n', '220 mx7.kvnbw.de ESMTP Postfix\r\n']"
Rathaus,https://www.tuttlingen.de/,tuttlingen.de,Baden-Wuerttemberg,rathaus,tuttlingen.de,"['mx-02-eu-central-1.prod.hydra.sophos.com', 'mx-01-eu-central-1.prod.hydra.sophos.com']","['18.196.185.102', '3.72.183.147']","[{'asn': '16509', 'asn_org': 'AMAZON-02 - Amazon.com, Inc., US', 'network': 'AMAZO-ZFRA'}, {'asn': '16509', 'asn_org': 'AMAZON-02 - Amazon.com, Inc., US', 'network': 'AMAZON-FRA'}]","['220 mx-01-eu-central-1.prod.hydra.sophos.com ESMTP Postfix\r\n', '220 mx-01-eu-central-1.prod.hydra.sophos.com ESMTP Postfix\r\n']"
Bürgerbüro Malmsheim,https://www.renningen.de/buergerservice/abteilungen/BWU:department:6027004/buergerbuero-malmsheim/,renningen.de,Baden-Wuerttemberg,rathaus,renningen.de,"['mx9.kvnbw.de', 'mx7.kvnbw.de', 'mx8.kvnbw.de', 'mx6.kvnbw.de']","['194.0.94.48', '194.59.36.34', '194.59.36.35', '194.0.94.49']","[{'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KDRS'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KIVBF'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KIVBF'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KDRS'}]","['220 mx9.kvnbw.de ESMTP Postfix\r\n', '220 mx7.kvnbw.de ESMTP Postfix\r\n', '220 mx8.kvnbw.de ESMTP Postfix\r\n', '220 mx6.kvnbw.de ESMTP Postfix\r\n']"
Rathaus,https://www.gemeinde-waldburg.de/,gemeinde-waldburg.de,Baden-Wuerttemberg,rathaus,gemeinde-waldburg.de,"['mx6.kvnbw.de', 'mx7.kvnbw.de', 'mx9.kvnbw.de', 'mx8.kvnbw.de']","['194.0.94.48', '194.59.36.34', '194.59.36.35', '194.0.94.49']","[{'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KDRS'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KIVBF'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KIVBF'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KDRS'}]","['220 mx6.kvnbw.de ESMTP Postfix\r\n', '220 mx7.kvnbw.de ESMTP Postfix\r\n', '220 mx9.kvnbw.de ESMTP Postfix\r\n', '220 mx8.kvnbw.de ESMTP Postfix\r\n']"
Notariat Waldkirch,http://www.notariat-waldkirch.de/,notariat-waldkirch.de,Baden-Wuerttemberg,rathaus,notariat-waldkirch.de,['The DNS response does not contain an answer to the question: notariat-waldkirch.de. IN MX'],['label empty or too long'],"[""'label empty or too long' does not appear to be an IPv4 or IPv6 address""]",['label empty or too long']
Rathaus Stadt Gaildorf,https://www.gaildorf.de,gaildorf.de,Baden-Wuerttemberg,rathaus,gaildorf.de,"['mx9.kvnbw.de', 'mx6.kvnbw.de', 'mx7.kvnbw.de', 'mx8.kvnbw.de']","['194.0.94.48', '194.59.36.34', '194.59.36.35', '194.0.94.49']","[{'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KDRS'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KIVBF'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KIVBF'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KDRS'}]","['220 mx9.kvnbw.de ESMTP Postfix\r\n', '220 mx6.kvnbw.de ESMTP Postfix\r\n', '220 mx7.kvnbw.de ESMTP Postfix\r\n', '220 mx8.kvnbw.de ESMTP Postfix\r\n']"
Stadtverwaltung Vogtsburg,https://www.vogtsburg.de/,vogtsburg.de,Baden-Wuerttemberg,rathaus,vogtsburg.de,"['mx6.kvnbw.de', 'mx7.kvnbw.de', 'mx9.kvnbw.de', 'mx8.kvnbw.de']","['194.0.94.48', '194.59.36.34', '194.59.36.35', '194.0.94.49']","[{'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KDRS'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KIVBF'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KIVBF'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KDRS'}]","['220 mx6.kvnbw.de ESMTP Postfix\r\n', '220 mx7.kvnbw.de ESMTP Postfix\r\n', '220 mx9.kvnbw.de ESMTP Postfix\r\n', '220 mx8.kvnbw.de ESMTP Postfix\r\n']"
Rathaus 1 Eningen,https://www.eningen.de,eningen.de,Baden-Wuerttemberg,rathaus,eningen.de,"['mx8.kvnbw.de', 'mx9.kvnbw.de', 'mx6.kvnbw.de', 'mx7.kvnbw.de']","['194.0.94.48', '194.59.36.34', '194.59.36.35', '194.0.94.49']","[{'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KDRS'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KIVBF'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KIVBF'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KDRS'}]","['220 mx8.kvnbw.de ESMTP Postfix\r\n', '220 mx9.kvnbw.de ESMTP Postfix\r\n', '220 mx6.kvnbw.de ESMTP Postfix\r\n', '220 mx7.kvnbw.de ESMTP Postfix\r\n']"
Stadt Mannheim Bürgerdienst Seckenheim,https://www.mannheim.de/buerger-sein/buergerdienst-seckenheim,mannheim.de,Baden-Wuerttemberg,rathaus,mannheim.de,"['post2.mannheim.de', 'post1.mannheim.de']","['212.65.1.68', '212.65.1.81']","[{'asn': '21473', 'asn_org': 'PFALZKOM Pfalzkom GmbH, DE', 'network': 'DE-STADT-MA-NET1'}, {'asn': '21473', 'asn_org': 'PFALZKOM Pfalzkom GmbH, DE', 'network': 'DE-STADT-MA-NET1'}]","[""554-post2.mannheim.de\r\n554 Your access to this mail system has been rejected due to the sending MTA's poor reputation. If you believe that this failure is in error, please contact the intended recipient via alternate means.\r\n"", ""554-post1.mannheim.de\r\n554 Your access to this mail system has been rejected due to the sending MTA's poor reputation. If you believe that this failure is in error, please contact the intended recipient via alternate means.\r\n""]"
Bürgerbüro im Seeum,https://www.bodman-ludwigshafen.de/de/Rathaus-und-Buergerservice/Buergerbuero,bodman-ludwigshafen.de,Baden-Wuerttemberg,rathaus,bodman-ludwigshafen.de,"['mx6.kvnbw.de', 'mx7.kvnbw.de', 'mx9.kvnbw.de', 'mx8.kvnbw.de']","['194.0.94.48', '194.59.36.34', '194.59.36.35', '194.0.94.49']","[{'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KDRS'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KIVBF'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KIVBF'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KDRS'}]","['220 mx6.kvnbw.de ESMTP Postfix\r\n', '220 mx7.kvnbw.de ESMTP Postfix\r\n', '220 mx9.kvnbw.de ESMTP Postfix\r\n', '220 mx8.kvnbw.de ESMTP Postfix\r\n']"
Rathaus,https://www.wolfach.de/,wolfach.de,Baden-Wuerttemberg,rathaus,wolfach.de,"['mx9.kvnbw.de', 'mx7.kvnbw.de', 'mx6.kvnbw.de', 'mx8.kvnbw.de']","['194.0.94.48', '194.59.36.34', '194.59.36.35', '194.0.94.49']","[{'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KDRS'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KIVBF'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KIVBF'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KDRS'}]","['220 mx9.kvnbw.de ESMTP Postfix\r\n', '220 mx7.kvnbw.de ESMTP Postfix\r\n', '220 mx6.kvnbw.de ESMTP Postfix\r\n', '220 mx8.kvnbw.de ESMTP Postfix\r\n']"
Stadtmarketing Friedrichshafen,https://www.stadtmarketing-fn.de/,stadtmarketing-fn.de,Baden-Wuerttemberg,rathaus,stadtmarketing-fn.de,"['mx0.teledata-fn.de', 'stadtmarketingfn-de03e.mail.protection.outlook.com', 'fallback.teledata-fn.de', 'fallback.ffm.teledata-fn.de', 'mx1.teledata-fn.de']","['2a01:111:f403:ca04::6', '52.101.68.32', '217.24.194.18', '2a02:590:1:1::61', '217.24.194.61', '52.101.73.1', '2a01:111:f403:ca04::4', '2a01:111:f403:ca04::5', '2a02:590:1:3::63', '52.101.68.15', '82.98.106.76', '52.101.68.5', '212.62.194.63', '2a02:590:1:1::18', '2a01:111:f403:ca09::3']","[{'asn': '8075', 'asn_org': 'MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US', 'network': 'UK-MICROSOFT-20060601'}, {'asn': '8075', 'asn_org': 'MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US', 'network': 'MSFT'}, {'asn': '21263', 'asn_org': 'TELEDATA-AS TeleData GmbH, DE', 'network': 'DE-TELEDATA-20001013'}, {'asn': '21263', 'asn_org': 'TELEDATA-AS TeleData GmbH, DE', 'network': 'TELEDATA'}, {'asn': '21263', 'asn_org': 'TELEDATA-AS TeleData GmbH, DE', 'network': 'DE-TELEDATA-20001013'}, {'asn': '8075', 'asn_org': 'MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US', 'network': 'MSFT'}, {'asn': '8075', 'asn_org': 'MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US', 'network': 'UK-MICROSOFT-20060601'}, {'asn': '8075', 'asn_org': 'MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US', 'network': 'UK-MICROSOFT-20060601'}, {'asn': '21263', 'asn_org': 'TELEDATA-AS TeleData GmbH, DE', 'network': 'TELEDATA'}, {'asn': '8075', 'asn_org': 'MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US', 'network': 'MSFT'}, {'asn': '12306', 'asn_org': 'PLUSLINE, DE', 'network': 'TELEDATA-FN-1-NET'}, {'asn': '8075', 'asn_org': 'MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US', 'network': 'MSFT'}, {'asn': '21263', 'asn_org': 'TELEDATA-AS TeleData GmbH, DE', 'network': 'TD-FN-NET-2'}, {'asn': '21263', 'asn_org': 'TELEDATA-AS TeleData GmbH, DE', 'network': 'TELEDATA'}, {'asn': '8075', 'asn_org': 'MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US', 'network': 'UK-MICROSOFT-20060601'}]","['220-mx0.teledata-fn.de ESMTP (netmasters are waiting 4 pizza and beer :-)\r\n', '220 AMS1EPF00000040.mail.protection.outlook.com Microsoft ESMTP MAIL Service ready at Mon, 20 Apr 2026 07:23:43 +0000 [08DE9D42408CE661]\r\n', '220-fallback.teledata-fn.de ESMTP (netmasters are waiting 4 pizza and beer :-)\r\n', '220-fallback.ffm.teledata-fn.de ESMTP (netmasters are waiting 4 pizza and beer :-)\r\n', '220-mx1.teledata-fn.de ESMTP (netmasters are waiting 4 pizza and beer :-)\r\n']"
BürgerBüro Bonfeld,https://www.badrappenau.de/buergerservice/rathaus-online/oeffnungs-sprechzeiten/buergerbuero-bonfeld,badrappenau.de,Baden-Wuerttemberg,rathaus,badrappenau.de,"['smtp.badrappenau.de', 'smtp2.badrappenau.de']","['93.241.247.246', '80.151.229.87']","[{'asn': '3320', 'asn_org': 'DTAG Internet service provider operations, DE', 'network': 'DTAG-STATIC14'}, {'asn': '3320', 'asn_org': 'DTAG Internet service provider operations, DE', 'network': 'DTAG-STATIC13'}]","['220 smtp.badrappenau.de SMTP service ready\r\n', '220 smtp.badrappenau.de SMTP service ready\r\n']"
Rathaus Fellbach,http://www.fellbach.de,fellbach.de,Baden-Wuerttemberg,rathaus,fellbach.de,"['mx7.kvnbw.de', 'mx6.kvnbw.de', 'mx8.kvnbw.de', 'mx9.kvnbw.de']","['194.0.94.48', '194.59.36.34', '194.59.36.35', '194.0.94.49']","[{'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KDRS'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KIVBF'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KIVBF'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KDRS'}]","['220 mx7.kvnbw.de ESMTP Postfix\r\n', '220 mx6.kvnbw.de ESMTP Postfix\r\n', '220 mx8.kvnbw.de ESMTP Postfix\r\n', '220 mx9.kvnbw.de ESMTP Postfix\r\n']"
Rathaus Ladenburg,https://www.ladenburg.de/,ladenburg.de,Baden-Wuerttemberg,rathaus,ladenburg.de,['sep.ladenburg.de'],"['141.19.232.126', '109.90.126.154']","[{'asn': '553', 'asn_org': 'BELWUE BelWue-Koordination, DE', 'network': 'LRA-RHEIN-NECKAR-KREIS'}, {'asn': '3209', 'asn_org': 'VODANET International IP-Backbone of Vodafone, DE', 'network': 'UNITYMEDIA-STATIC-B2B-POOL-NET'}]",['220 utmlb01.ladenburg.de ESMTP ready\r\n']
Bürgerservice Vogelstang,https://www.mannheim.de/de/service-bieten/buergerdienste/buergerservice/buergerservice-standorte/buergerservice-vogelstang,mannheim.de,Baden-Wuerttemberg,rathaus,mannheim.de,"['post1.mannheim.de', 'post2.mannheim.de']","['212.65.1.68', '212.65.1.81']","[{'asn': '21473', 'asn_org': 'PFALZKOM Pfalzkom GmbH, DE', 'network': 'DE-STADT-MA-NET1'}, {'asn': '21473', 'asn_org': 'PFALZKOM Pfalzkom GmbH, DE', 'network': 'DE-STADT-MA-NET1'}]","[""554-post1.mannheim.de\r\n554 Your access to this mail system has been rejected due to the sending MTA's poor reputation. If you believe that this failure is in error, please contact the intended recipient via alternate means.\r\n"", ""554-post2.mannheim.de\r\n554 Your access to this mail system has been rejected due to the sending MTA's poor reputation. If you believe that this failure is in error, please contact the intended recipient via alternate means.\r\n""]"
Verwaltungsstelle Köndringen,https://www.teningen.de/cms/audfox.php?action=141,teningen.de,Baden-Wuerttemberg,rathaus,teningen.de,"['mx9.kvnbw.de', 'mx7.kvnbw.de', 'mx8.kvnbw.de', 'mx6.kvnbw.de']","['194.0.94.48', '194.59.36.34', '194.59.36.35', '194.0.94.49']","[{'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KDRS'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KIVBF'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KIVBF'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KDRS'}]","['220 mx9.kvnbw.de ESMTP Postfix\r\n', '220 mx7.kvnbw.de ESMTP Postfix\r\n', '220 mx8.kvnbw.de ESMTP Postfix\r\n', '220 mx6.kvnbw.de ESMTP Postfix\r\n']"
Verwaltungsstelle Ochsenwang,"https://www.bissingen-teck.de/,Lde/Start/Buergerservice/Oeffnungszeiten+Rathaus.html",bissingen-teck.de,Baden-Wuerttemberg,rathaus,bissingen-teck.de,"['mx8.kvnbw.de', 'mx9.kvnbw.de', 'mx6.kvnbw.de', 'mx7.kvnbw.de']","['194.0.94.48', '194.59.36.34', '194.59.36.35', '194.0.94.49']","[{'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KDRS'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KIVBF'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KIVBF'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KDRS'}]","['220 mx8.kvnbw.de ESMTP Postfix\r\n', '220 mx9.kvnbw.de ESMTP Postfix\r\n', '220 mx6.kvnbw.de ESMTP Postfix\r\n', '220 mx7.kvnbw.de ESMTP Postfix\r\n']"
Verwaltungstelle Musbach,https://www.freudenstadt.de,freudenstadt.de,Baden-Wuerttemberg,rathaus,freudenstadt.de,"['mx7.kvnbw.de', 'mx9.kvnbw.de', 'mx8.kvnbw.de', 'mx6.kvnbw.de']","['194.0.94.48', '194.59.36.34', '194.59.36.35', '194.0.94.49']","[{'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KDRS'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KIVBF'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KIVBF'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KDRS'}]","['220 mx7.kvnbw.de ESMTP Postfix\r\n', '220 mx9.kvnbw.de ESMTP Postfix\r\n', '220 mx8.kvnbw.de ESMTP Postfix\r\n', '220 mx6.kvnbw.de ESMTP Postfix\r\n']"
Rathaus Spaichingen,https://www.spaichingen.de/,spaichingen.de,Baden-Wuerttemberg,rathaus,spaichingen.de,"['mx6.kvnbw.de', 'mx9.kvnbw.de', 'mx8.kvnbw.de', 'mx7.kvnbw.de']","['194.0.94.48', '194.59.36.34', '194.59.36.35', '194.0.94.49']","[{'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KDRS'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KIVBF'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KIVBF'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KDRS'}]","['220 mx6.kvnbw.de ESMTP Postfix\r\n', '220 mx9.kvnbw.de ESMTP Postfix\r\n', '220 mx8.kvnbw.de ESMTP Postfix\r\n', '220 mx7.kvnbw.de ESMTP Postfix\r\n']"
Rathaus Kämpfelbach-Bilfingen,https://www.kaempfelbach.de/,kaempfelbach.de,Baden-Wuerttemberg,rathaus,kaempfelbach.de,"['mx.kaempfelbach.de', 'mx2.kaempfelbach.de']","['109.91.210.37', '94.79.153.154']","[{'asn': '3209', 'asn_org': 'VODANET International IP-Backbone of Vodafone, DE', 'network': 'VODAFONE-STATIC-B2B-POOL-NET'}, {'asn': '3209', 'asn_org': 'VODANET International IP-Backbone of Vodafone, DE', 'network': 'UNITYMEDIA-STATIC-B2B-POOL-NET'}]","['220 mx.kaempfelbach.de ESMTP ready\r\n', 'timed out']"
Rathaus Althütte,https://www.althuette.de/,althuette.de,Baden-Wuerttemberg,rathaus,althuette.de,"['mx6.kvnbw.de', 'mx9.kvnbw.de', 'mx8.kvnbw.de', 'mx7.kvnbw.de']","['194.0.94.48', '194.59.36.34', '194.59.36.35', '194.0.94.49']","[{'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KDRS'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KIVBF'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KIVBF'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KDRS'}]","['220 mx6.kvnbw.de ESMTP Postfix\r\n', '220 mx9.kvnbw.de ESMTP Postfix\r\n', '220 mx8.kvnbw.de ESMTP Postfix\r\n', '220 mx7.kvnbw.de ESMTP Postfix\r\n']"
Rathaus,https://www.steinheim.com/startseite,steinheim.com,Baden-Wuerttemberg,rathaus,steinheim.com,"['mx9.kvnbw.de', 'mx7.kvnbw.de', 'mx8.kvnbw.de', 'mx6.kvnbw.de']","['194.0.94.48', '194.59.36.34', '194.59.36.35', '194.0.94.49']","[{'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KDRS'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KIVBF'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KIVBF'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KDRS'}]","['220 mx9.kvnbw.de ESMTP Postfix\r\n', '220 mx7.kvnbw.de ESMTP Postfix\r\n', '220 mx8.kvnbw.de ESMTP Postfix\r\n', '220 mx6.kvnbw.de ESMTP Postfix\r\n']"
Verwaltungsstelle Varnhalt,https://www.baden-baden.de/buergerservice/service/dienststellen-a-z/verwaltungsstelle-varnhalt/,baden-baden.de,Baden-Wuerttemberg,rathaus,baden-baden.de,"['mx8.kvnbw.de', 'mx7.kvnbw.de', 'mx9.kvnbw.de', 'mx6.kvnbw.de']","['194.0.94.48', '194.59.36.34', '194.59.36.35', '194.0.94.49']","[{'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KDRS'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KIVBF'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KIVBF'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KDRS'}]","['220 mx8.kvnbw.de ESMTP Postfix\r\n', '220 mx7.kvnbw.de ESMTP Postfix\r\n', '220 mx9.kvnbw.de ESMTP Postfix\r\n', '220 mx6.kvnbw.de ESMTP Postfix\r\n']"
Rathaus Willstätt,http://www.willstaett.de/rathaus-buergerservice/buergerservice.html,willstaett.de,Baden-Wuerttemberg,rathaus,willstaett.de,"['mx6.kvnbw.de', 'mx8.kvnbw.de', 'mx7.kvnbw.de', 'mx9.kvnbw.de']","['194.0.94.48', '194.59.36.34', '194.59.36.35', '194.0.94.49']","[{'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KDRS'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KIVBF'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KIVBF'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KDRS'}]","['220 mx6.kvnbw.de ESMTP Postfix\r\n', '220 mx8.kvnbw.de ESMTP Postfix\r\n', '220 mx7.kvnbw.de ESMTP Postfix\r\n', '220 mx9.kvnbw.de ESMTP Postfix\r\n']"
Rathaus Großrinderfeld,https://www.grossrinderfeld.de/,grossrinderfeld.de,Baden-Wuerttemberg,rathaus,grossrinderfeld.de,['smtpin.rzone.de'],"['2a01:238:20a:202:50f0::1097', '81.169.145.97']","[{'asn': '6724', 'asn_org': 'STRATO STRATO AG, DE', 'network': 'STRATO-RZG-SHARED-KARLSRUHE'}, {'asn': '6724', 'asn_org': 'STRATO STRATO AG, DE', 'network': 'STRATO-RZG-KA'}]",['220 smtpin.rzone.de ESMTP RZmta 55.0.1 ready (mi56)\r\n']
Bürgerservice Zentrum Nord,https://www.mannheim.de/buerger-sein/buergerservice-zentrum-nord-waldhof,mannheim.de,Baden-Wuerttemberg,rathaus,mannheim.de,"['post1.mannheim.de', 'post2.mannheim.de']","['212.65.1.68', '212.65.1.81']","[{'asn': '21473', 'asn_org': 'PFALZKOM Pfalzkom GmbH, DE', 'network': 'DE-STADT-MA-NET1'}, {'asn': '21473', 'asn_org': 'PFALZKOM Pfalzkom GmbH, DE', 'network': 'DE-STADT-MA-NET1'}]","[""554-post1.mannheim.de\r\n554 Your access to this mail system has been rejected due to the sending MTA's poor reputation. If you believe that this failure is in error, please contact the intended recipient via alternate means.\r\n"", ""554-post2.mannheim.de\r\n554 Your access to this mail system has been rejected due to the sending MTA's poor reputation. If you believe that this failure is in error, please contact the intended recipient via alternate means.\r\n""]"
